id,status_group
47079,functional
35321,non functional
43135,non functional
20762,non functional
10854,functional
62795,functional
34305,non functional
13327,non functional
30777,functional needs repair
31934,functional
23439,functional
14245,functional
47693,functional
35018,functional
68995,non functional
69048,functional
53297,functional
10387,functional
33219,non functional
6601,functional
60339,functional
38035,functional
38001,functional needs repair
38765,non functional
48734,functional
46367,functional needs repair
19457,non functional
38782,functional
52211,functional
15099,non functional
74131,non functional
9506,non functional
51579,functional
34744,functional
36385,functional
20008,functional
47915,non functional
40293,non functional
32995,non functional
5120,non functional
67206,functional
8710,non functional
50738,functional
29478,functional
50419,functional
8406,functional
38324,functional
39787,non functional
451,functional
61109,non functional
39130,non functional
21540,functional
60186,functional
7110,functional
54954,functional
5841,functional
52030,functional
50903,functional needs repair
65790,non functional
67264,functional
46210,non functional
17254,non functional
50734,functional
6660,functional
39752,functional
23186,functional
39916,functional
67022,functional
74042,functional
23461,non functional
4436,functional
73204,functional
15776,non functional
51590,functional
34256,non functional
32107,functional
62869,functional
72968,functional
67411,functional
10476,functional
66034,non functional
4749,non functional
59625,non functional
20501,non functional
8388,functional
49028,functional needs repair
6225,functional
36141,functional needs repair
29271,functional needs repair
30426,functional
3442,functional
58993,non functional
25862,functional
19576,functional
69246,non functional
43700,functional
33885,non functional
60978,non functional
57218,non functional
23423,functional
63418,functional
51718,functional
6410,non functional
55207,functional
34826,functional
53310,non functional
45229,functional
52970,functional
50220,functional needs repair
7429,functional
5078,functional
60376,functional
66355,non functional
48135,non functional
45703,non functional
27181,non functional
69005,non functional
35695,functional
64661,functional
32855,functional
26883,functional
27615,non functional
40118,non functional
62354,non functional
36,functional
33169,non functional
15215,functional needs repair
18557,functional
18592,non functional
65398,non functional
41714,non functional
38439,non functional
68214,functional
49073,non functional
71948,functional
5375,non functional
10285,functional
5935,non functional
23088,functional
31455,functional
71889,non functional
34908,functional needs repair
13088,non functional
63215,functional
58634,non functional
5333,functional
19845,functional
23942,non functional
26421,functional
50816,functional
17883,functional
43266,functional
34641,functional
74172,functional
3962,functional
26728,functional
47759,functional
60669,non functional
48984,functional
20738,functional needs repair
20133,functional
45519,functional needs repair
55245,non functional
810,functional
58427,non functional
61460,functional
18007,functional
4619,functional
25191,functional
66760,functional
35582,functional
38295,non functional
28289,functional needs repair
8894,non functional
9712,functional needs repair
27947,functional
66504,functional
57674,functional
6694,functional
49483,functional
14622,functional
34352,non functional
17690,functional
30360,functional needs repair
13330,functional
45073,functional
38826,functional
11630,functional needs repair
45427,non functional
19376,functional needs repair
11951,non functional
50577,non functional
14526,non functional
58354,functional
8638,functional
37252,non functional
19233,non functional
40868,functional
59832,functional needs repair
31347,functional
48431,non functional
16324,non functional
62106,functional
62129,non functional
31524,functional
24960,functional
53572,non functional
24981,non functional
1443,functional
34803,functional needs repair
64191,non functional
69569,functional
72276,functional
5334,functional
48616,functional
10923,non functional
16332,functional
53777,functional
38497,functional
34952,functional
25801,functional
65565,non functional
25491,functional
5271,non functional
66567,functional
58811,functional
20384,non functional
42302,functional
36440,functional
48302,non functional
22502,functional
6031,functional
19412,non functional
68412,functional
50345,non functional
16832,functional
47117,non functional
37507,functional
7567,non functional
4455,non functional
58519,non functional
60867,functional
49426,functional
25185,non functional
31215,functional
66428,functional
38240,functional
25961,functional
55741,functional
21269,functional
30198,functional
14950,non functional
13249,functional
62508,non functional
58596,non functional
56193,non functional
31046,non functional
6091,functional
36700,non functional
55715,functional
627,functional
49172,non functional
53172,functional
23204,functional
20913,functional
22858,functional
33797,non functional
50743,functional
34949,non functional
53472,functional
59038,functional needs repair
13830,functional
4144,functional
5255,non functional
47332,non functional
63037,functional
24978,functional
15493,functional
73789,non functional
8861,functional
58214,functional
47965,non functional
6636,functional needs repair
69545,functional
12490,non functional
68469,non functional
6676,functional
15922,functional
67695,functional
45676,functional
9009,functional
42998,functional
69824,non functional
22607,functional
21358,functional needs repair
37586,functional
67405,non functional
33898,functional
31850,functional
17379,functional
33507,functional
52046,non functional
65719,functional
72124,non functional
40168,non functional
35845,non functional
24048,functional
30821,non functional
60393,functional
4578,functional needs repair
54670,non functional
59257,functional
17074,non functional
6319,non functional
71639,non functional
16846,functional
56493,non functional
54419,non functional
34576,functional
32773,functional
63123,functional
54731,non functional
48918,functional
62640,functional
48108,functional
4605,non functional
71584,non functional
33960,functional
41583,functional
66163,non functional
60814,non functional
71465,functional
56622,functional
60210,non functional
318,non functional
59412,functional
53615,functional needs repair
2922,non functional
36217,functional
35365,functional
22715,non functional
34383,functional
66698,non functional
6983,non functional
4604,functional needs repair
13420,non functional
18463,functional
23169,functional
22421,functional
20893,non functional
28568,functional needs repair
37881,functional
49399,functional
23989,non functional
9951,functional
5273,non functional
65003,functional
61184,functional needs repair
40065,functional
60435,functional
66671,functional needs repair
9844,non functional
27107,functional needs repair
49152,functional
19926,non functional
22022,functional
69364,functional needs repair
14692,non functional
31465,non functional
48386,functional needs repair
15557,functional
37998,functional needs repair
20302,functional
56372,non functional
3547,non functional
30551,functional
19608,non functional
5959,non functional
31203,functional needs repair
68623,functional
51781,non functional
3919,functional
46867,functional needs repair
35559,functional
57380,functional
40476,non functional
71847,functional
24738,functional
24294,functional
9281,functional
29600,functional
68699,non functional
58053,non functional
6671,functional
37954,non functional
41865,non functional
49650,non functional
40420,non functional
5660,functional
42890,functional
13135,functional
68876,functional
12446,functional
42417,non functional
21179,non functional
548,functional needs repair
39289,non functional
40067,functional
35144,functional
13833,functional
35634,functional needs repair
40726,non functional
1055,functional needs repair
42105,functional
4977,functional
62505,non functional
23937,functional
32177,functional
51785,non functional
50600,functional
52256,non functional
41103,functional
34392,non functional
70876,non functional
63392,functional
9579,functional
20705,non functional
26432,non functional
26266,non functional
71123,non functional
19372,functional
18948,functional
14653,functional
14756,non functional
15507,non functional
59117,functional needs repair
30663,non functional
12278,non functional
65692,functional
18128,non functional
10358,functional
53018,functional
69280,non functional
64993,functional
59916,non functional
73395,functional
25732,non functional
49780,functional
46692,functional
73598,functional
40003,functional
46807,functional
49059,functional
12122,functional
40137,functional
55532,non functional
33665,functional needs repair
1298,non functional
26996,functional
54471,functional
70849,functional
29730,non functional
27695,functional
44637,non functional
3652,non functional
22517,non functional
24117,functional
58836,functional
59632,non functional
14664,non functional
26164,functional
43993,non functional
30450,functional
4772,non functional
74246,non functional
72126,functional
22558,functional
48747,functional needs repair
19391,functional
36277,non functional
36474,non functional
46292,functional
9131,functional
35542,non functional
43067,non functional
47146,functional
20657,non functional
37959,non functional
4543,functional needs repair
64093,functional
20472,functional
27872,non functional
5127,non functional
14419,functional
68024,non functional
71286,non functional
47984,functional
770,functional
67907,functional
11215,functional
73957,non functional
19651,non functional
13197,functional
35823,non functional
31946,functional needs repair
31068,functional
4096,non functional
55575,functional
54810,non functional
54227,non functional
28090,functional
27530,functional
694,functional needs repair
18073,functional needs repair
734,functional
38150,functional
59675,functional
8067,functional
51235,functional
20252,non functional
23849,functional
16437,functional
1133,functional
49668,functional
4788,non functional
22091,functional
17828,functional
315,functional needs repair
16189,functional
10231,functional
71536,functional needs repair
63468,non functional
54501,functional
50446,non functional
30109,functional
47164,functional
16079,functional
57028,functional
73991,functional needs repair
28242,non functional
5117,non functional
29018,non functional
39885,non functional
55618,non functional
59254,non functional
28224,non functional
5508,non functional
39822,functional needs repair
37465,functional
2559,non functional
51680,functional
14417,non functional
68330,functional needs repair
71310,non functional
33980,functional
69865,non functional
13351,non functional
8974,non functional
18670,non functional
30792,non functional
1594,functional
37140,functional
14100,non functional
7112,functional
22118,functional needs repair
15224,functional needs repair
70145,functional
60479,functional
49231,functional
4007,non functional
19249,functional
73155,functional
34823,functional
8911,non functional
17655,functional needs repair
39506,functional
197,functional
71978,non functional
46503,functional
38953,functional
38285,non functional
18756,non functional
794,non functional
56776,functional needs repair
16051,non functional
40984,non functional
58832,functional
32966,non functional
67865,functional
10048,non functional
44543,functional
6626,functional
12297,non functional
18874,functional
56725,non functional
7662,non functional
35705,functional
9749,functional
45117,functional
33453,functional
58554,non functional
59283,non functional
21862,non functional
39712,functional
60822,non functional
10650,functional
72387,functional
69485,functional
34417,non functional
45110,non functional
3899,non functional
39198,non functional
30614,functional
22278,functional
63574,functional needs repair
66029,non functional
9202,functional
70686,functional
36779,functional
28803,functional
33298,non functional
42835,non functional
40815,functional
45296,functional
32121,non functional
8886,functional
32991,non functional
34764,functional
10467,functional
66408,non functional
37151,functional
74035,functional
55540,non functional
18658,functional
19792,non functional
65807,functional
55066,functional
72873,functional
26790,functional
28233,functional
14543,functional
72493,functional
37089,functional
12622,functional
66984,non functional
72970,non functional
27308,functional
39954,functional
27713,non functional
47510,functional
62353,non functional
70582,non functional
8374,functional
54282,functional
17243,non functional
52920,functional needs repair
58603,functional
22771,non functional
2694,non functional
69011,functional
67436,non functional
47706,functional
15033,functional
26326,non functional
7203,functional
56990,functional
17718,non functional
25584,non functional
30434,functional
70895,non functional
3403,functional
26491,non functional
68819,non functional
18148,non functional
40672,functional
62041,functional
23090,functional
17942,functional
5847,non functional
61756,non functional
43888,functional needs repair
22295,non functional
69591,functional
42305,functional
44686,functional
2295,non functional
41962,non functional
6012,non functional
31488,non functional
52826,functional
36652,non functional
51659,non functional
58262,functional
20725,functional needs repair
51545,non functional
60037,non functional
17630,functional
2138,non functional
11071,functional
66308,functional
12756,functional
33446,non functional
40354,non functional
38660,non functional
50490,non functional
67547,functional needs repair
35846,non functional
65062,non functional
69290,functional
37081,non functional
4308,functional
10780,non functional
1908,functional needs repair
65704,non functional
29947,functional
35249,non functional
20525,functional
43809,functional
54238,functional
8955,functional
32577,functional
48924,non functional
42371,functional
5086,functional
28700,functional
52878,functional
64493,functional
11858,functional
57567,functional
24943,non functional
3477,non functional
33667,non functional
65711,non functional
9626,non functional
6051,functional
50821,non functional
66018,functional
14851,non functional
47219,functional
27764,functional
3275,non functional
48092,functional
21619,non functional
70650,functional
22658,functional needs repair
38851,non functional
49484,functional
59005,functional needs repair
58760,non functional
52263,non functional
19647,functional
19581,functional
62610,non functional
3948,functional
72994,functional
6223,non functional
63695,functional
8290,non functional
39807,non functional
20182,non functional
52349,non functional
62895,functional
72941,non functional
64225,functional
72180,functional
44465,non functional
63698,functional
23252,functional
38140,non functional
24246,functional
58385,non functional
32355,functional
44481,non functional
3197,non functional
13703,functional
36366,functional
25219,non functional
6840,functional
32748,non functional
49244,functional
22704,functional
59470,functional
32283,functional
11444,non functional
36498,non functional
37459,functional
55320,functional
7520,functional needs repair
45020,functional
50778,non functional
58673,non functional
19644,functional
49675,functional
67482,functional
37702,functional
66192,functional
68439,functional
39702,functional
65543,non functional
1414,functional
4237,functional
9605,functional
66628,functional
16148,functional
40458,functional
73549,functional
21689,non functional
16114,functional
6594,non functional
19616,functional
30649,functional
69481,non functional
63763,non functional
64351,non functional
53625,functional
23758,non functional
50991,functional
53887,functional
62876,functional
45319,non functional
22561,functional
68069,functional
4132,functional
18017,non functional
2990,functional
67826,non functional
18963,functional
71801,functional
23034,functional
58336,non functional
62724,functional
31806,functional
72655,functional needs repair
57345,functional
32396,non functional
47889,functional
6015,non functional
58939,functional
58643,functional
7661,functional
18727,non functional
16373,functional
4631,functional
52688,non functional
23675,non functional
63115,functional
41963,functional
68052,non functional
53091,functional needs repair
13652,non functional
61471,functional
30923,functional
72907,functional
68715,non functional
60012,non functional
31714,functional needs repair
1481,functional
19988,non functional
66866,non functional
21404,functional
68776,functional needs repair
48857,functional needs repair
44511,non functional
57228,functional
53864,non functional
9161,non functional
70510,non functional
31753,non functional
63332,non functional
7232,functional
2396,functional
45406,functional
28661,non functional
54729,functional
16008,non functional
46877,functional
52463,non functional
8983,functional
18716,functional
36109,functional
71419,non functional
39318,functional needs repair
50761,functional
17276,functional
29279,functional
52672,functional
61703,non functional
22562,non functional
72184,functional
54532,functional
72989,non functional
60011,functional
31026,functional
49795,non functional
16118,functional needs repair
28072,functional
56222,functional
40576,functional
58318,non functional
20269,functional
15125,functional
58916,functional
71314,functional
4574,functional
65021,functional
5191,functional
48969,non functional
62738,non functional
46280,non functional
10235,functional
56080,functional
65381,non functional
8100,functional
9540,functional
53174,non functional
40953,functional needs repair
61644,functional needs repair
18569,functional
13041,functional
66289,non functional
31441,functional
69046,functional
53441,non functional
70221,non functional
71268,functional
34141,functional
9933,functional needs repair
56165,non functional
67579,non functional
53189,functional
19224,functional
31788,functional
53381,functional
68884,functional
20737,non functional
55705,non functional
14597,non functional
59435,non functional
70968,functional
43789,functional
27606,non functional
17874,non functional
4311,non functional
43574,non functional
48023,functional
63642,functional
928,functional
45814,non functional
36523,non functional
6618,functional
16983,non functional
2947,functional
62366,functional
2111,functional
53494,functional
65647,functional
64104,functional
63800,non functional
52412,non functional
31067,functional
72192,functional
39948,functional
24842,non functional
18158,non functional
4360,non functional
25678,functional
34988,functional
29969,non functional
67906,functional
10919,non functional
11409,functional
73806,functional
68533,functional
52677,functional
65941,non functional
5534,non functional
44510,non functional
13067,non functional
20739,functional
62605,non functional
15029,functional needs repair
30487,functional
22338,functional
43594,non functional
49722,non functional
32183,functional
58761,non functional
35627,functional
12767,functional
452,functional
1453,functional needs repair
20502,functional
38426,functional
56355,functional
72682,functional
57472,functional
25824,functional
65027,non functional
16794,non functional
15569,functional
3532,functional
52887,functional needs repair
60982,non functional
67655,non functional
598,functional
50243,functional
66223,functional needs repair
10632,non functional
46245,functional
67970,non functional
16004,non functional
53842,functional
23211,non functional
56718,functional needs repair
28422,functional
70056,functional
38434,non functional
49247,functional
47369,non functional
36211,functional
47060,functional
305,functional
34993,functional
2738,functional
69844,non functional
30439,functional
1316,functional
23330,functional needs repair
54237,functional
7819,non functional
58075,non functional
74050,non functional
67478,functional
24122,functional
66639,non functional
16213,functional
1629,functional
47463,non functional
28369,functional needs repair
19778,non functional
39586,functional
12930,functional
61787,functional
9846,functional needs repair
46873,functional
10930,functional needs repair
20888,non functional
67354,functional
69058,functional
53616,non functional
59129,functional
45359,non functional
46818,functional
73202,non functional
53356,functional
64599,functional
66439,non functional
192,functional
69622,functional
22334,functional
40645,functional
46461,functional
30388,functional
73529,functional
54146,non functional
71287,functional needs repair
68925,non functional
14792,functional
39746,non functional
49310,non functional
8916,non functional
9729,functional needs repair
42173,functional
39413,non functional
21712,non functional
45687,non functional
67387,non functional
27900,functional
68526,non functional
34689,functional
72617,functional
17875,non functional
43197,functional
28341,functional
47441,functional
65948,non functional
6411,functional
61881,functional
41350,non functional
7867,functional
58639,functional
17287,functional
65464,functional
32237,non functional
61764,non functional
19868,functional
57006,non functional
12192,non functional
34622,functional
12943,functional
43183,functional
69698,functional needs repair
21707,functional needs repair
31252,functional
65975,non functional
64075,non functional
31959,non functional
12833,functional
3601,functional
67266,non functional
3143,non functional
58821,functional
4556,non functional
32696,non functional
40627,functional
30721,functional
3596,non functional
14859,functional
504,functional
36148,functional
6116,functional needs repair
72737,functional
39444,non functional
52588,functional
17477,non functional
16392,non functional
73215,functional
57926,functional
66576,functional
36646,non functional
14341,non functional
4324,functional needs repair
56433,non functional
3109,non functional
44279,functional
72332,functional
11132,functional
64110,functional
51333,functional
38320,functional
29781,functional needs repair
66242,functional needs repair
8429,non functional
63533,functional needs repair
32280,non functional
16498,non functional
2364,functional
71861,functional
15803,functional
42241,functional
22343,functional
52537,functional
40562,functional
29282,non functional
59750,functional
8404,functional needs repair
27955,functional
17579,functional
8034,functional
73105,functional
42351,functional
6072,functional
51035,non functional
29321,functional
42065,functional
72817,non functional
30478,non functional
7147,functional needs repair
20033,functional
10029,functional
9573,functional
66048,functional
1773,non functional
5201,functional
40218,non functional
27001,functional
63885,functional
21017,functional
22039,non functional
10023,functional
60314,functional
19408,functional
49069,non functional
21046,non functional
7686,non functional
40529,functional
43483,non functional
41907,functional needs repair
45089,non functional
26810,functional
68950,functional
26913,functional
43963,non functional
5057,functional
67187,functional
57595,functional needs repair
24513,non functional
57477,functional
70706,non functional
5266,non functional
29962,functional
3531,functional
17915,functional
28231,functional
42884,functional
10060,functional
8597,functional
69709,functional
30092,functional
4409,functional
63299,functional
43518,functional
51928,functional
24434,functional
9059,non functional
21299,non functional
27610,non functional
56499,functional
20529,non functional
66322,functional
20720,functional
61307,functional
3471,functional
67036,functional
32167,non functional
15763,functional needs repair
51804,functional needs repair
25745,functional
9965,functional
67503,non functional
60375,non functional
51989,functional
7405,functional
59755,functional
4997,functional
58777,non functional
20147,functional
34766,non functional
23680,non functional
31606,functional
53656,non functional
31538,non functional
10825,functional
23665,functional
10475,functional
29610,non functional
33127,non functional
9035,functional
22824,non functional
18688,functional
65012,non functional
14919,functional
66836,functional
4429,functional
66864,functional
29470,functional
60579,functional
44433,non functional
50704,functional needs repair
15562,non functional
51453,non functional
62309,functional
64399,non functional
47675,functional
16207,functional
44525,functional
27456,non functional
63726,non functional
73781,functional
59281,non functional
1706,non functional
33629,non functional
51821,functional
70284,functional
33539,non functional
24969,non functional
40537,non functional
46914,non functional
28535,functional
64706,functional
70131,non functional
67587,functional
29272,functional
19702,non functional
67516,non functional
20260,functional
16671,functional
46670,functional
48601,functional
68020,functional
66978,functional
55288,non functional
40978,non functional
20743,non functional
54333,functional
55169,functional
48048,non functional
37320,functional
27401,functional needs repair
38148,non functional
1708,functional
72912,non functional
72982,non functional
55044,functional
60816,functional
72851,functional
2924,functional
61996,non functional
34877,functional
63230,non functional
13729,non functional
21810,non functional
10139,functional
40753,non functional
33572,non functional
53144,non functional
52327,functional needs repair
69187,non functional
72462,non functional
31378,non functional
6628,functional
60933,functional needs repair
28177,functional
56717,functional
24576,non functional
18137,non functional
57852,non functional
15837,functional needs repair
58704,functional
53105,functional
54043,non functional
13489,functional
9123,functional
62617,non functional
50060,non functional
13227,non functional
34163,non functional
22550,functional needs repair
37205,non functional
42068,functional
18266,functional
11379,non functional
7321,functional
65259,functional
27617,non functional
45196,functional
53972,functional needs repair
57790,non functional
73168,functional
45495,functional
74017,functional
23701,non functional
51341,non functional
63177,non functional
28867,functional
39261,non functional
73767,non functional
38306,functional
182,functional
54927,functional
39449,non functional
38581,functional
50546,functional
40631,functional
36558,non functional
6156,non functional
27543,functional
69299,functional
40199,functional
45173,functional
70308,functional needs repair
16594,non functional
71749,functional
25849,non functional
63187,functional
16600,functional
52535,functional needs repair
44586,non functional
39685,functional
55199,non functional
41252,non functional
72441,functional
45565,functional
53204,functional needs repair
13026,functional
21952,non functional
63052,functional
35682,functional
22043,functional
50919,functional
70785,non functional
35796,functional
45093,non functional
18407,functional
73603,functional
22510,non functional
5344,functional
31838,functional needs repair
52696,non functional
2165,functional
50366,functional
51863,non functional
36562,non functional
29384,non functional
24404,non functional
59009,non functional
71612,functional
280,non functional
69518,non functional
70382,non functional
2439,non functional
7207,functional
20503,functional
71099,non functional
22085,functional
28165,functional
23594,non functional
44828,functional
41996,functional
827,non functional
34669,functional
8179,functional
63851,functional
24235,functional
55980,functional
67054,non functional
295,functional
35975,non functional
44313,functional
45177,functional
13114,functional
63669,functional
56032,non functional
68552,functional
4732,non functional
71927,non functional
68830,functional
49463,non functional
65170,functional
30557,functional
33934,non functional
36528,non functional
11917,functional
49145,functional
73162,non functional
65955,non functional
4315,functional
70416,non functional
60132,functional
46126,non functional
14591,non functional
64447,functional
6839,non functional
48158,functional
30957,functional
58097,functional
55526,non functional
10423,functional
7117,functional
36370,functional needs repair
3290,non functional
12538,functional
39129,non functional
59592,functional
67833,non functional
22445,functional
39378,non functional
45520,non functional
38537,functional
17112,functional
14069,non functional
13335,non functional
24441,functional
34914,functional
68508,non functional
39665,functional
9419,non functional
70487,functional
59025,non functional
31276,functional
46891,non functional
24239,non functional
36373,non functional
33835,non functional
28310,functional needs repair
44441,non functional
46973,non functional
67101,functional needs repair
4161,non functional
6085,non functional
74019,non functional
34196,functional
24249,non functional
41425,non functional
44096,functional
56402,functional needs repair
71820,functional
71854,functional needs repair
63582,non functional
20854,functional
53178,non functional
36910,functional
30215,functional
24837,functional
37488,functional
49423,functional
69821,functional
13934,non functional
55010,functional needs repair
55859,functional
70937,functional
69890,functional
67528,non functional
30394,non functional
58080,non functional
54780,functional
51392,functional
20137,non functional
29440,functional
72669,non functional
11639,functional
56184,functional
25586,non functional
72075,non functional
45818,non functional
53800,functional
51406,non functional
30952,functional
42379,functional
42482,functional
45400,non functional
37880,functional
62157,non functional
41229,functional
62161,non functional
49997,non functional
57588,functional needs repair
39812,functional needs repair
13811,functional
60564,non functional
37875,functional
71634,functional
62420,functional needs repair
47404,functional
14729,non functional
3277,non functional
54071,functional
68750,non functional
61835,functional
30132,functional needs repair
22004,non functional
14538,functional
2215,non functional
41649,non functional
53000,functional
36031,functional
40969,functional
23699,non functional
63663,functional
47608,functional
41290,functional
58136,non functional
40705,non functional
68958,non functional
40502,non functional
17044,functional
18456,functional
23046,functional
44609,functional
15422,non functional
8836,functional
52790,non functional
48382,functional
34703,functional
11285,functional
48262,functional needs repair
15521,functional
5110,functional
11795,non functional
71350,non functional
60922,non functional
73684,non functional
65266,functional
49420,non functional
12275,non functional
103,functional
50740,functional
5462,functional
37316,functional needs repair
1841,functional
61656,functional
66280,functional
71600,non functional
33650,functional
7649,functional
63,non functional
59218,functional
19221,non functional
69306,non functional
55265,functional
26343,functional
72729,functional
1101,non functional
37112,non functional
28346,non functional
72078,functional needs repair
52564,functional
44227,functional
10222,non functional
11611,non functional
21799,functional
64646,non functional
38673,non functional
8082,functional
77,functional
45493,functional
43968,functional
7213,non functional
24995,non functional
23283,functional needs repair
16744,non functional
40873,non functional
32838,functional
29789,functional
56513,functional needs repair
18653,functional
68462,functional
64532,functional
7801,non functional
23346,non functional
71864,functional
15431,functional
24779,non functional
49576,functional
60633,functional
41737,non functional
31974,non functional
55891,non functional
1946,non functional
8767,non functional
49015,functional
36533,non functional
11144,non functional
13803,functional
37179,functional
6077,functional
24840,functional
12835,non functional
59801,functional
31125,non functional
14504,functional
27833,non functional
33061,non functional
52261,functional
4738,non functional
58969,non functional
46823,non functional
5743,functional
14500,functional
54386,functional
523,functional
15212,functional
48115,functional
48958,non functional
68217,functional
13325,functional
15682,functional
54152,non functional
68117,non functional
8203,functional
3176,functional
37581,functional
60809,non functional
34338,functional
36021,functional
29484,functional
23195,non functional
21070,non functional
10243,non functional
39710,functional
31747,functional
39267,functional
274,non functional
33541,non functional
37527,functional
25958,non functional
53548,functional
50188,functional
34662,functional needs repair
8184,functional
68548,functional
2054,functional
66916,functional
13207,functional
4186,functional
15914,non functional
48445,non functional
8271,functional
63811,functional needs repair
47410,non functional
22149,functional
30621,functional needs repair
49471,functional needs repair
3203,non functional
39553,functional
68391,functional
68355,functional
12953,functional
42183,functional
64169,functional
785,non functional
22207,functional
52956,functional
70932,functional
59154,functional
26093,functional
66264,functional
60776,non functional
50331,functional
63969,functional
71657,functional
3187,functional
11199,functional
15483,non functional
36145,functional
52101,functional
11149,functional
48686,functional
59848,functional
5826,non functional
63021,non functional
1511,functional
1513,non functional
7590,non functional
55165,functional
4265,non functional
42533,non functional
16376,functional needs repair
44109,functional
62893,functional
11117,functional
21407,non functional
2378,non functional
41697,functional
46481,functional needs repair
65081,functional
6711,functional
14043,non functional
16357,functional
29022,non functional
57117,functional
42993,functional
30657,non functional
16058,functional
2041,functional
53834,functional
39374,non functional
18391,non functional
59173,non functional
63057,non functional
46043,functional
21767,functional
14083,functional
72026,functional
41622,functional
46116,functional
47535,functional
22999,non functional
23189,functional
24792,non functional
2055,functional
55667,functional
15418,functional
65072,non functional
72275,functional needs repair
57229,non functional
28064,functional
21751,non functional
26083,functional
6041,non functional
13770,functional
71092,functional
34322,non functional
73191,non functional
27095,non functional
67496,functional
60640,functional
33287,functional
8043,functional
40373,functional needs repair
52067,non functional
19446,functional
66456,functional
65070,functional
54787,non functional
3118,non functional
58926,functional
28856,functional
64946,functional
42587,functional
50462,non functional
37611,functional
62490,functional
19201,functional needs repair
63527,functional
67998,functional
64428,non functional
61328,functional
36020,functional
9935,non functional
4889,non functional
10179,functional
31301,functional
58487,functional needs repair
23893,functional
64007,non functional
58201,non functional
52134,non functional
55030,non functional
24194,non functional
17152,functional
5983,non functional
70240,non functional
43603,functional needs repair
74048,functional
73417,functional
9817,functional
27035,functional
33776,functional
3006,functional needs repair
55248,functional
62673,non functional
17567,non functional
51513,functional
37254,non functional
6661,non functional
35583,non functional
72225,non functional
61494,non functional
6990,non functional
67734,functional
40921,functional
52063,non functional
43843,non functional
1877,non functional
50388,non functional
26849,functional
27393,non functional
49071,functional needs repair
10974,non functional
40491,non functional
49013,non functional
12476,functional
62650,non functional
38954,non functional
39879,functional
10709,non functional
17063,functional
34875,non functional
34156,functional
64623,functional
69943,non functional
33119,non functional
42409,non functional
8697,non functional
1979,functional
48195,functional
66779,non functional
63654,functional needs repair
13731,functional
8606,functional
16581,non functional
64816,functional
16510,non functional
71185,functional
34942,functional
38135,non functional
21485,functional
11261,functional
16697,non functional
38092,functional
3684,non functional
70887,functional
28480,non functional
29276,functional
40149,non functional
44412,non functional
63795,functional needs repair
65528,non functional
29169,non functional
58404,functional
70032,non functional
12615,non functional
54456,non functional
28718,non functional
57909,non functional
41276,functional
6088,non functional
27853,functional
35862,non functional
41301,functional
45357,non functional
47474,non functional
70856,functional
22044,functional
65681,non functional
40811,functional
22971,non functional
69008,functional
67548,functional
19017,functional
22756,functional
12419,non functional
50130,functional
25013,functional
68983,non functional
73546,non functional
43838,non functional
60466,non functional
4663,functional
10609,non functional
58665,functional
72431,functional
20790,functional
51379,non functional
56672,functional
7785,functional
55874,non functional
26385,non functional
17842,functional
39399,functional
18276,functional
12061,non functional
61265,functional
38280,functional
40348,functional
2977,functional needs repair
23239,functional
2872,functional
34211,functional
67204,non functional
18738,functional needs repair
65017,functional
47372,non functional
32201,functional needs repair
30280,functional
8205,non functional
5778,non functional
47761,functional
14289,functional
40231,functional
55549,non functional
14814,functional
31225,functional
29001,functional
69489,functional needs repair
9885,functional
59016,functional
9302,non functional
14629,non functional
19205,non functional
27285,functional
63160,functional
72890,functional
24280,non functional
51083,functional
72482,functional
56248,functional
64605,non functional
23389,functional
39322,functional
20970,functional
13563,functional
67992,functional
65653,non functional
58280,non functional
59348,functional
71930,non functional
11038,functional needs repair
9184,non functional
72451,non functional
60681,functional
72454,functional
39936,functional
45121,functional
41005,functional
28797,functional
12732,functional
64909,functional needs repair
46338,non functional
42862,non functional
62737,functional
30634,functional
37062,functional
67090,functional
71285,functional
72122,non functional
19044,functional
59724,non functional
58099,non functional
2864,non functional
34282,non functional
61672,non functional
16887,functional
24787,non functional
65788,functional
12365,functional
72828,functional
51243,non functional
49702,functional
60388,functional needs repair
70906,functional
46897,functional
57019,functional needs repair
73485,functional needs repair
59308,non functional
52444,functional
37841,non functional
53221,non functional
64171,functional
53112,functional
57389,non functional
34503,non functional
44299,non functional
2506,non functional
35723,non functional
22155,functional needs repair
23697,non functional
4395,functional needs repair
2793,non functional
65114,non functional
60685,non functional
11197,non functional
25199,functional
71049,non functional
5906,functional
65230,functional
2518,non functional
45349,non functional
61077,functional
13812,functional
61276,functional
50665,functional
30172,functional
55346,functional
988,non functional
69631,non functional
39219,functional
5790,functional
52105,functional
34050,non functional
253,non functional
58293,functional
16526,functional
31740,non functional
495,functional
40782,functional
7366,functional
50288,functional
39823,functional
4595,functional
66857,non functional
43891,functional
62903,functional
41096,non functional
21006,functional
71728,functional
42448,functional
38596,functional
16723,functional
35283,non functional
43296,non functional
69775,functional
12958,non functional
17682,non functional
28553,functional
57509,functional
44345,non functional
10569,functional
38510,non functional
72207,functional
60450,functional
23478,functional
70999,non functional
67639,functional needs repair
48421,functional
68302,non functional
4829,non functional
50317,functional
41973,non functional
33860,functional
31729,functional
19053,non functional
60167,functional
70692,non functional
66119,functional
22674,functional
58291,non functional
35169,non functional
21974,functional
