id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,basin,region,lga,ward,population,public_meeting,scheme_management,permit,construction_year,extraction_type_group,extraction_type_class,management_group,payment_type,quality_group,quantity,source,source_class,waterpoint_type
14640,0.0,44,787,0.0,309,38.8147406,-4.81580771,5,20,68,1057,100.0,1,6,1,2007.0,1,0,4,2,2,1,4,2,1
14421,0.0,101,414,0.0,309,30.93877124,-1.60650762,4,4,26,726,0.0,1,11,1,2000.0,1,0,1,2,2,3,5,1,1
2273,6000.0,24,1331,1982.0,1363,34.7056775,-9.63941657,1,3,91,1104,10.0,1,6,1,2010.0,1,0,4,0,2,1,8,0,1
55769,1000.0,281,246,1009.0,332,37.61223852,-3.80283455,5,6,84,841,366.0,1,6,0,1994.0,1,0,4,1,2,2,8,0,6
15650,0.0,52,209,-6.0,260,38.98139848,-6.52197045,8,14,3,2056,50.0,1,0,1,1985.0,10,5,4,2,2,1,6,1,1
22289,0.0,41,364,1793.0,309,38.19265173,-4.6355941,5,20,52,1867,1.0,1,6,1,1967.0,1,0,4,2,2,1,8,0,1
40004,0.0,115,209,0.0,213,33.92519057,-9.4988464,1,10,46,919,0.0,1,6,1,2000.0,1,0,4,1,2,0,8,0,1
22365,0.0,145,414,0.0,309,33.58377817,-2.70043862,4,13,45,410,0.0,1,11,1,2000.0,5,1,4,2,4,1,7,0,4
6217,0.0,19,804,68.0,901,39.17542513,-7.07143007,8,14,69,1259,1.0,1,8,0,2006.0,2,1,4,2,4,1,7,0,4
50510,1500.0,272,364,704.0,334,37.5566146,-3.53587979,5,6,84,659,50.0,1,7,1,2009.0,10,5,4,1,2,2,3,0,1
57141,0.0,184,945,0.0,1223,33.65978975,-3.68006223,0,17,40,1972,0.0,0,2,0,2000.0,1,0,2,6,2,3,5,1,1
47611,0.0,32,48,6.0,36,39.09694474,-7.37432309,6,14,69,679,200.0,1,6,0,2009.0,11,1,4,2,2,1,7,0,4
27232,0.0,339,1358,887.0,309,35.800785999999995,-10.69406756,7,16,110,1101,900.0,1,6,1,1983.0,1,0,4,2,2,0,6,1,1
42923,0.0,110,47,0.0,1601,33.84960152,-9.55451675,1,10,46,1478,0.0,1,6,1,2000.0,1,0,4,2,2,0,8,0,1
56431,0.0,325,364,509.0,446,38.07445825,-4.47821675,5,6,100,640,120.0,1,10,2,1967.0,1,0,4,2,2,1,6,1,2
51805,0.0,224,1098,1171.0,1126,33.76102522,-1.86140738,4,9,82,1906,350.0,2,6,1,2009.0,1,0,4,6,2,1,3,0,4
20841,0.0,47,48,39.0,36,39.14101831,-7.49780712,6,14,69,894,600.0,1,6,0,2008.0,2,1,4,2,2,0,3,0,4
74129,0.0,39,441,725.0,309,35.47379738,-7.38191068,6,3,24,438,1.0,0,6,1,2002.0,1,0,4,2,2,0,8,0,1
42069,0.0,175,1108,0.0,1515,34.19312157,-3.18436582,0,17,64,1432,0.0,1,8,1,2000.0,5,1,4,2,2,1,7,0,4
26846,0.0,253,314,346.0,394,38.6264655,-10.26302906,7,7,85,1289,105.0,1,6,0,1988.0,6,3,4,2,5,0,7,0,6
16977,0.0,108,364,0.0,309,30.91964815,-1.4739299,4,4,26,1813,0.0,1,11,1,2000.0,1,0,1,2,2,3,5,1,1
40021,400.0,268,209,710.0,269,37.01368676,-10.75430199,7,16,119,1097,1.0,1,6,0,1988.0,1,0,4,0,2,2,0,1,1
74163,0.0,33,308,1945.0,1474,34.74129022,-9.37828628,6,3,91,2020,5.0,1,6,1,2002.0,1,0,4,2,2,1,8,0,1
41711,0.0,37,1271,0.0,309,38.76657283,-4.90804979,5,20,68,1186,60.0,1,6,1,2002.0,5,1,4,2,2,2,7,0,4
17976,50.0,307,0,53.0,1,39.12058466,-6.88259703,8,1,20,1762,250.0,2,8,0,2010.0,10,5,4,5,4,2,3,0,1
57556,0.0,318,364,1490.0,309,36.638973,-3.32453907,5,0,0,682,150.0,1,6,1,2002.0,1,0,4,2,2,2,8,0,6
54053,0.0,174,1100,0.0,309,31.95080067,-3.53242708,3,17,9,445,0.0,1,8,0,2000.0,5,1,4,6,2,1,7,0,4
1573,10.0,320,348,1474.0,153,37.17600042,-3.20870373,5,6,16,1074,80.0,1,9,1,1999.0,1,0,4,5,2,1,8,0,1
40528,0.0,173,277,0.0,315,32.82922285,-3.27065002,4,17,103,1823,0.0,1,8,1,2000.0,5,1,4,2,2,2,7,0,4
54656,0.0,94,947,0.0,309,31.17698618,-1.52372897,4,4,26,572,0.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
29113,0.0,259,320,226.0,392,39.6740002,-10.75743135,7,12,115,1925,1.0,1,9,1,1982.0,10,5,4,2,2,0,3,0,2
2927,1000.0,277,1203,1012.0,1284,35.44899808,-10.62626893,7,16,110,1055,0.0,1,6,1,1996.0,2,1,4,3,2,3,6,1,4
34692,50.0,32,681,57.0,309,38.97967852,-5.34888165,5,20,94,947,50.0,0,3,0,2007.0,1,0,0,5,4,3,3,0,1
59581,300.0,291,246,1407.0,332,37.66483244,-3.69093292,5,6,84,723,50.0,1,7,0,2007.0,1,0,4,1,2,2,8,0,1
30032,0.0,77,209,0.0,309,32.9644148,-9.06932549,2,10,62,1281,0.0,1,6,1,2000.0,1,0,4,3,2,2,6,1,1
4125,0.0,258,899,1907.0,1002,31.67049972,-8.13505694,2,15,113,1757,1000.0,1,6,1,1985.0,1,0,4,2,2,0,6,1,1
711,0.0,282,1491,1285.0,1651,34.97084936,-4.84223317,0,18,108,1180,1.0,1,6,2,1990.0,6,3,4,6,5,4,7,0,6
29370,50.0,273,364,1541.0,446,36.57793804,-5.30405916,0,8,41,126,200.0,0,9,0,1997.0,10,5,4,5,4,2,3,0,1
18869,0.0,42,364,1745.0,309,38.25242128,-4.6564041,5,20,52,1867,1.0,1,6,1,1992.0,6,3,4,2,2,1,7,0,4
24388,500.0,70,558,0.0,306,37.33606279999999,-6.34531747,8,11,36,223,250.0,1,6,1,2008.0,11,1,4,1,2,1,7,0,4
57946,0.0,26,995,-4.0,318,38.83414248,-6.53830745,8,14,3,2052,10.0,0,0,1,2003.0,4,2,0,2,2,1,6,1,1
26809,0.0,267,1396,1743.0,1479,35.00797399,-4.18314711,0,8,63,268,1.0,1,6,1,2012.0,10,5,4,2,2,1,3,0,1
31145,0.0,137,1088,1585.0,309,32.01231562,-8.93052866,2,15,112,1032,120.0,1,6,0,1984.0,6,3,4,2,2,1,3,0,4
52070,0.0,285,378,1668.0,427,37.55364805,-2.99229793,0,6,95,1928,1.0,1,0,1,2005.0,1,0,0,1,2,1,8,0,2
19488,0.0,141,414,0.0,309,33.73160014,-2.7560678,4,13,54,1637,0.0,1,11,1,2000.0,5,1,4,2,2,3,7,0,4
28367,200.0,78,137,1589.0,151,35.18065354,-9.23510828,6,3,91,910,10.0,1,7,1,1996.0,1,0,4,1,2,1,6,1,1
63188,0.0,194,1434,0.0,1415,32.31293512,-4.29121992,3,17,25,2002,0.0,1,6,1,2000.0,5,1,4,2,2,1,7,0,4
16880,0.0,33,1415,475.0,1507,37.07058273,-6.82460083,8,11,36,938,150.0,2,6,1,2004.0,11,1,4,5,2,1,7,0,4
40552,0.0,27,992,2267.0,1474,34.60815012,-9.55913907,1,3,91,1104,20.0,0,6,1,2009.0,1,0,4,2,2,2,8,0,1
47967,0.0,62,1010,0.0,1456,33.58961357,-8.95390002,6,10,60,336,0.0,1,6,1,2000.0,1,0,4,1,2,2,6,1,1
51549,0.0,276,1431,1281.0,1545,34.42526415,-1.58076271,4,9,102,107,20.0,2,1,2,2008.0,9,4,0,4,2,3,5,1,4
14433,0.0,272,250,1572.0,338,35.48647892,-4.55479648,0,8,17,1541,427.0,0,2,1,2011.0,1,0,2,2,2,1,8,0,1
29133,0.0,41,238,374.0,309,37.77208418,-5.96332136,8,11,83,520,1.0,1,6,1,1995.0,6,3,4,2,4,2,7,0,6
13182,0.0,192,1277,1574.0,1308,34.7077028,-1.68342501,4,9,102,946,7500.0,1,6,2,2008.0,1,0,4,2,4,1,0,1,2
11015,0.0,64,558,1105.0,676,36.96731771,-5.97691712,8,11,36,142,90.0,1,6,1,1995.0,6,3,4,2,2,1,7,0,6
24503,0.0,253,335,404.0,383,38.68063113,-10.74768015,7,12,57,1513,1.0,1,6,1,1975.0,6,3,4,6,2,0,7,0,6
19385,0.0,114,449,1666.0,186,31.26500091,-7.77221338,2,15,92,561,1.0,0,6,1,1985.0,1,0,4,2,2,2,6,1,1
692,0.0,169,995,2176.0,1593,34.50372047,-9.30100109,1,3,91,318,100.0,1,6,1,2008.0,1,0,4,3,2,2,8,0,1
40216,0.0,308,688,1370.0,845,37.00738024,-3.15127781,0,6,105,1872,1.0,1,9,1,2008.0,1,0,4,1,2,1,8,0,1
55496,0.0,106,640,1169.0,309,31.17443672,-6.32327711,2,15,75,1366,110.0,0,10,1,1984.0,6,3,0,2,2,2,1,0,6
34600,0.0,292,378,1433.0,684,37.6106002,-3.23764752,5,6,95,580,1.0,1,0,1,2003.0,1,0,0,1,2,2,8,0,1
15490,0.0,179,1108,0.0,309,32.61987156,-4.22482546,3,17,25,148,0.0,1,11,1,2000.0,6,3,4,6,2,1,7,0,6
57761,0.0,309,810,2173.0,309,36.72554351,-3.17218905,0,0,0,1730,150.0,1,6,1,1997.0,1,0,4,2,2,2,8,0,1
27160,0.0,269,936,1319.0,309,30.87178655,-3.37261541,3,5,30,537,350.0,1,6,0,2010.0,10,5,4,6,2,2,3,0,1
69577,0.0,24,364,2006.0,233,34.17499264,-9.33335887,1,3,55,907,0.0,0,6,0,1985.0,1,0,4,2,2,1,8,0,1
63721,0.0,129,272,831.0,309,31.76799095,-7.79990955,2,15,112,1385,400.0,1,6,1,1972.0,1,0,4,2,2,2,6,1,1
21763,0.0,185,643,0.0,713,33.58948109,-3.72079901,0,17,40,1919,0.0,0,2,0,2000.0,1,0,3,6,2,3,5,1,6
2958,500.0,32,1271,2095.0,1363,34.77578636,-9.47117157,6,3,91,2020,30.0,1,6,0,2009.0,10,5,4,1,2,1,8,0,1
5551,0.0,100,639,0.0,306,31.60949127,-1.83045476,4,4,81,346,0.0,1,6,1,2000.0,5,1,4,2,3,1,7,0,4
52647,0.0,72,1027,0.0,1095,33.66533245,-9.00182143,1,10,60,1983,0.0,0,6,0,2000.0,1,0,4,3,2,1,6,1,1
49362,0.0,117,597,0.0,634,34.02407169,-9.49331909,1,10,46,1096,0.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
8990,50.0,116,0,-11.0,1,39.53303845,-7.07330677,8,1,118,1755,140.0,1,6,0,2000.0,10,5,4,5,2,1,3,0,1
73600,0.0,182,277,0.0,315,33.02366176,-3.73184127,4,17,103,366,0.0,1,8,1,2000.0,5,1,4,2,2,2,7,0,4
65099,0.0,108,364,1165.0,309,33.11608578,-2.11627654,4,13,120,1595,500.0,1,11,1,2007.0,5,1,4,2,2,3,7,0,4
44493,0.0,175,277,0.0,309,33.49875501,-3.65486687,0,17,104,784,0.0,1,8,1,2000.0,5,1,4,5,4,2,7,0,4
55202,0.0,192,1108,0.0,309,33.51798369,-3.4308869,0,17,40,1309,0.0,1,8,0,2000.0,5,1,4,6,2,1,7,0,4
70518,0.0,24,1491,-39.0,1651,39.81645836,-7.88822837,6,14,53,10,120.0,1,6,0,2000.0,0,1,4,2,4,1,3,0,4
61639,0.0,300,0,-28.0,1,39.32787134,-6.86376375,8,1,118,2031,120.0,0,3,0,1980.0,4,2,0,5,2,1,3,0,1
71702,0.0,101,414,0.0,469,31.73537553,-2.33925996,4,4,12,1392,0.0,1,7,1,2000.0,5,1,4,1,2,1,7,0,4
47472,100.0,268,364,429.0,309,38.91778752,-8.47932891,6,7,37,710,423.0,1,11,1,1994.0,10,5,4,5,2,1,3,0,1
7755,0.0,124,209,0.0,269,32.72801828,-8.86121054,2,10,62,1523,0.0,0,6,0,2000.0,11,1,4,2,2,1,3,0,4
65279,500.0,150,1358,1633.0,309,34.55168232,-9.00863912,6,3,91,2010,45.0,1,7,1,1978.0,1,0,4,1,2,1,6,1,2
9772,200.0,328,493,1142.0,446,34.86305146,-10.52754776,1,16,61,1562,60.0,2,6,1,2012.0,1,0,4,1,2,1,8,0,1
48518,0.0,302,632,1208.0,735,37.10266237,-3.20688991,5,6,105,1874,1.0,1,9,1,2009.0,1,0,4,1,2,1,8,0,1
1588,0.0,35,48,116.0,36,39.01627878,-7.37451718,8,14,69,1236,200.0,1,6,0,2005.0,2,1,4,2,5,0,7,0,4
56218,0.0,307,17,1143.0,566,36.3063707,-2.80238676,0,0,50,583,350.0,1,6,1,2005.0,1,0,4,3,2,2,6,1,1
42477,0.0,102,364,1130.0,309,31.22087253,-6.36823573,2,15,75,1641,130.0,0,10,1,1972.0,1,0,0,2,2,1,8,0,1
66732,1000.0,274,899,1297.0,1134,30.56300424,-3.63392905,3,5,30,422,250.0,1,6,0,1990.0,1,0,4,0,2,1,8,0,2
11760,500.0,76,1068,1842.0,9,34.77517706,-9.15043093,6,3,91,1166,100.0,1,7,1,2009.0,1,0,4,1,2,1,8,0,1
65922,0.0,58,558,1211.0,676,36.86774137,-6.05668179,8,11,36,1781,250.0,1,6,1,2005.0,10,5,4,2,2,1,3,0,1
40361,0.0,250,320,423.0,392,39.43499616,-10.81372771,7,12,115,177,1.0,1,9,1,1982.0,10,5,4,2,2,3,3,0,1
70254,0.0,196,414,0.0,309,0.0,-2e-08,4,13,54,465,0.0,1,6,1,2000.0,6,3,4,2,4,1,7,0,6
64519,1000.0,49,238,340.0,309,36.36923433,-8.77962633,6,11,121,1372,360.0,1,9,1,1995.0,1,0,4,1,2,2,6,1,1
21392,0.0,100,184,0.0,309,31.21737964,-3.03475716,3,4,6,914,0.0,1,6,1,2000.0,1,0,4,5,2,1,8,0,1
1584,0.0,248,364,0.0,309,0.0,-2e-08,4,17,5,1836,0.0,0,8,0,2000.0,2,1,4,2,2,1,7,0,4
15503,0.0,121,543,1776.0,309,31.503633,-8.48795362,3,15,112,1903,150.0,1,6,1,2002.0,11,1,4,2,2,1,3,0,4
8769,0.0,280,21,1581.0,56,35.51478478,-4.48623263,0,8,17,278,209.0,1,2,1,2008.0,1,0,2,2,2,0,8,0,1
51531,2500.0,43,1170,1530.0,1274,34.73913185,-8.9005399,6,3,91,1388,70.0,1,6,1,2010.0,1,0,4,0,2,1,8,0,1
70399,2000.0,278,1271,374.0,1316,37.36472777,-11.44412138,7,16,119,1159,1.0,1,6,0,2007.0,11,1,4,0,2,1,3,0,4
54538,0.0,44,1199,294.0,309,36.16016176,-8.93102283,6,11,121,1022,1.0,1,11,1,2009.0,6,3,1,2,2,1,3,0,4
61417,0.0,283,364,1591.0,309,35.53601672,-4.24365407,0,8,2,211,400.0,1,6,1,2009.0,1,0,4,2,2,1,6,1,1
70587,20.0,265,570,1355.0,535,34.37808116,-5.76958442,0,18,56,428,120.0,1,6,0,2011.0,4,2,4,5,2,1,3,0,1
11447,50.0,250,364,109.0,309,38.99315731,-9.25518964,7,7,37,847,630.0,1,8,0,1976.0,10,5,4,5,2,1,3,0,1
64063,0.0,323,21,1295.0,59,36.90832887,-3.33074309,5,0,65,990,120.0,1,6,1,2004.0,1,0,4,6,1,2,6,1,1
56712,2000.0,26,50,1862.0,82,35.931047,-8.26736164,6,3,34,33,45.0,1,6,1,2009.0,1,0,4,0,2,1,8,0,1
52862,0.0,302,596,1143.0,635,37.61027678,-3.64540904,5,6,84,1863,100.0,1,9,0,2002.0,1,0,4,2,2,2,6,1,1
29533,70.0,284,314,191.0,395,39.82580778,-10.7241773,7,12,77,1530,500.0,1,6,1,1978.0,10,5,4,5,2,1,3,0,2
33894,0.0,273,774,1171.0,309,35.87166548,-4.13392904,0,8,2,1033,96.0,1,6,1,1998.0,1,0,4,2,2,2,8,0,1
49628,0.0,275,1191,1000.0,309,35.88965279,-10.27603519,1,16,86,756,360.0,1,8,0,1997.0,6,3,4,4,2,1,7,0,6
22808,0.0,272,124,1283.0,143,30.88581358,-3.19385608,3,5,30,1396,120.0,1,6,0,2010.0,1,0,4,6,2,1,6,1,1
20172,600.0,193,541,1205.0,827,34.08395181,-1.11132488,4,9,117,1918,400.0,2,3,0,1985.0,10,5,4,1,2,1,2,1,2
51168,0.0,110,456,1954.0,1473,31.365115999999997,-7.78639736,2,15,92,707,120.0,0,6,0,1984.0,1,0,4,2,2,1,6,1,1
7059,0.0,77,104,0.0,309,36.07033787,-4.70079769,0,2,42,1741,0.0,1,6,0,2000.0,1,0,4,2,2,1,8,0,1
72724,200.0,246,477,1024.0,530,29.67275798,-4.72279623,3,5,31,1453,100.0,1,8,1,2006.0,1,0,4,1,2,1,6,1,2
54315,500.0,337,474,722.0,527,37.92230213,-4.11689729,5,6,100,747,140.0,1,10,1,2011.0,1,0,4,1,2,1,6,1,1
25781,0.0,31,291,454.0,365,34.61712373,-10.52388405,1,3,51,1037,60.0,1,6,0,2007.0,5,1,4,2,2,1,3,0,4
16137,0.0,100,414,0.0,309,31.66254517,-1.24672901,4,4,66,765,0.0,1,6,1,2000.0,1,0,4,2,2,2,8,0,1
18096,30.0,304,364,969.0,309,36.82085953,-3.48681503,5,0,0,1571,150.0,1,6,1,1980.0,1,0,4,5,2,2,8,0,1
36193,0.0,41,1449,52.0,1510,38.94952266,-5.48261843,5,20,94,1484,150.0,1,6,0,1966.0,10,5,4,2,2,1,3,0,2
61710,10.0,325,348,1141.0,153,37.17814922,-3.26638622,5,6,16,1075,30.0,1,9,1,1999.0,1,0,4,5,2,1,8,0,1
51115,20.0,259,314,303.0,375,38.93185831,-10.06954539,7,7,97,1777,890.0,1,10,1,1980.0,10,5,0,5,2,1,3,0,2
51355,0.0,192,364,0.0,309,33.61860112,-4.26373615,0,19,19,1534,0.0,1,10,0,2000.0,10,5,4,2,2,1,0,1,2
740,0.0,263,743,2131.0,790,35.45760102,-4.01487748,0,8,63,1945,1.0,1,6,1,1993.0,5,1,4,2,2,1,7,0,4
60215,0.0,185,364,0.0,309,33.7281542,-4.20654851,0,19,19,1452,0.0,1,10,0,2000.0,10,5,4,5,2,1,0,1,2
62625,0.0,260,640,393.0,712,39.13199579,-10.83910359,7,12,57,898,1.0,1,6,1,1985.0,1,0,4,2,2,0,8,0,6
24036,2000.0,111,640,1151.0,309,31.05836794,-6.2752192,2,15,75,552,500.0,0,6,1,2008.0,5,1,4,0,4,1,3,0,4
47307,0.0,282,86,712.0,124,37.2938661,-3.56810211,5,8,107,1354,300.0,1,2,1,2010.0,6,3,2,2,2,3,5,1,6
17859,500.0,245,899,985.0,1129,29.67838125,-4.74796263,3,5,31,478,135.0,1,6,1,1985.0,1,0,4,1,2,2,6,1,2
40012,0.0,101,209,0.0,213,33.85527751,-9.60828814,1,10,46,344,0.0,1,6,1,2000.0,1,0,4,2,2,0,8,0,1
57100,1000.0,320,209,889.0,309,35.35885556,-10.87620617,7,16,110,956,450.0,1,6,1,1987.0,1,0,4,1,2,1,6,1,1
57249,0.0,302,0,22.0,1,39.48042176,-6.93036716,8,1,118,1895,150.0,1,6,0,1970.0,4,2,4,2,4,0,3,0,6
16112,300.0,53,209,-28.0,260,38.9773708,-6.48935395,8,14,3,2056,300.0,1,0,1,2008.0,10,5,2,1,2,1,6,1,1
5147,20.0,37,28,342.0,702,37.61435903,-6.13683441,8,11,83,217,160.0,1,6,1,2010.0,10,5,4,5,2,2,3,0,1
36745,0.0,10,597,0.0,634,33.98054516,-9.42672504,1,10,46,1096,0.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
22158,50.0,41,995,158.0,1531,38.35685529,-6.64011375,8,14,3,146,15.0,0,7,1,2009.0,10,5,0,5,2,1,6,1,1
677,0.0,59,1491,0.0,1651,34.84447206,-8.21653033,6,10,59,948,0.0,1,7,1,2000.0,1,0,4,2,2,3,6,1,1
34644,0.0,61,1008,0.0,699,38.49688278,-5.10217828,5,20,44,811,467.0,1,6,1,2007.0,5,1,4,2,2,1,7,0,4
18344,0.0,55,883,459.0,309,37.51892669,-6.72872208,8,11,83,1498,80.0,1,6,1,2002.0,6,3,4,2,2,1,7,0,6
34057,0.0,194,1314,0.0,1408,32.80321066,-5.51667789,3,19,106,313,0.0,0,6,1,2000.0,5,1,4,2,2,3,7,0,4
46965,0.0,102,956,0.0,309,31.74913829,-1.2482302,4,4,66,131,0.0,1,6,1,2000.0,6,3,4,3,2,2,8,0,5
63826,50.0,254,1466,1277.0,440,34.96314954,-5.52069004,0,18,56,1008,250.0,1,6,1,2008.0,4,2,4,5,4,1,3,0,2
47590,500.0,55,124,322.0,309,36.40627413,-8.67125702,6,11,121,425,1.0,1,9,1,2006.0,1,0,4,1,2,1,6,1,1
21803,20.0,28,1415,-5.0,309,38.67133244,-7.90776375,6,14,98,1602,1.0,1,6,1,2003.0,4,2,4,5,2,1,3,0,1
8411,0.0,177,1068,0.0,1168,31.560124600000005,-3.29855354,3,17,9,2022,0.0,1,2,1,2000.0,5,1,2,6,2,1,7,0,4
41253,0.0,192,433,1453.0,475,34.01991962,-1.72615256,4,9,82,1411,250.0,2,6,0,1990.0,5,1,4,6,2,1,7,0,4
7981,0.0,303,0,69.0,1,39.09612255,-6.97505158,8,1,20,152,250.0,2,8,0,2000.0,6,3,4,2,2,1,7,0,6
43952,0.0,43,28,334.0,702,37.60982863,-6.13867722,8,11,83,217,60.0,1,6,1,2010.0,10,5,4,2,4,2,3,0,1
59332,0.0,25,613,-27.0,648,39.40448895,-7.10752738,8,14,69,2032,560.0,1,6,0,2007.0,6,3,4,2,2,1,7,0,6
32543,0.0,111,1474,0.0,309,0.0,-2e-08,4,17,5,1475,0.0,1,8,0,2000.0,5,1,4,2,2,2,7,0,4
60467,0.0,252,774,1080.0,535,34.97780199,-5.70878761,0,18,56,662,250.0,1,6,0,1972.0,4,2,4,2,2,1,3,0,2
9457,0.0,40,246,-23.0,309,38.8827049,-5.62735892,5,20,94,713,250.0,1,6,0,1973.0,10,5,4,2,4,2,3,0,1
31175,0.0,199,364,0.0,309,32.85814988,-3.94511483,0,19,93,327,0.0,0,6,0,2000.0,5,1,4,2,2,1,7,0,4
34982,0.0,75,1491,0.0,1651,33.84236048,-9.22771992,1,10,99,927,0.0,1,10,2,2000.0,1,0,0,6,2,1,6,1,1
19977,0.0,32,908,93.0,1638,38.37560870000001,-6.70894783,8,14,3,146,1.0,1,6,1,2002.0,5,1,4,2,2,2,7,0,4
19739,0.0,60,364,0.0,446,33.28038026,-8.70739465,2,10,13,304,0.0,1,6,1,2000.0,1,0,4,1,2,1,6,1,1
69523,0.0,202,1466,1336.0,1450,33.98808711,-1.93199533,4,9,10,1694,250.0,2,6,1,2011.0,6,3,4,6,5,4,3,0,6
14281,0.0,199,1372,0.0,146,32.66499501,-3.67326918,4,17,25,686,0.0,2,6,0,2000.0,10,5,4,5,2,1,2,1,6
8013,0.0,77,104,0.0,309,36.063264,-4.68861383,0,2,42,1741,0.0,1,6,0,2000.0,8,2,4,5,4,1,3,0,6
66745,0.0,180,277,0.0,309,33.48927157,-3.58019551,0,17,104,285,0.0,2,8,0,2000.0,5,1,4,6,4,1,7,0,4
55904,0.0,95,311,0.0,309,31.32111944,-2.66210738,3,4,6,27,0.0,1,6,1,2000.0,1,0,4,2,2,3,5,1,1
73078,0.0,183,1108,0.0,309,32.26888459,-4.03619763,3,17,25,83,0.0,1,11,1,2000.0,6,3,4,6,3,2,7,0,6
58988,0.0,30,581,76.0,1437,38.55105784,-8.46257791,6,14,98,2016,1.0,1,2,1,2006.0,4,2,2,2,2,1,3,0,1
10180,0.0,177,1154,0.0,1207,34.14938434,-3.82278309,0,17,64,1433,0.0,1,2,1,2000.0,1,0,2,2,2,0,5,1,1
8940,10.0,263,111,1056.0,145,36.95125257,-3.40234573,5,0,65,643,120.0,1,9,1,2008.0,1,0,4,5,2,2,6,1,1
4248,0.0,37,226,363.0,306,38.07640085,-6.01247345,8,14,3,603,1500.0,1,6,0,2004.0,5,1,4,2,4,1,7,0,6
8400,0.0,194,17,0.0,309,33.46602591,-3.39857919,0,17,40,49,0.0,1,8,0,2000.0,5,1,4,6,4,1,7,0,4
37591,0.0,112,740,0.0,306,31.54114955,-1.80960537,4,4,81,1640,0.0,1,6,1,2000.0,8,2,4,2,2,1,8,0,1
57693,0.0,29,239,288.0,309,36.51894101,-8.09368385,6,11,35,296,150.0,1,11,1,1997.0,11,1,4,2,2,2,7,0,4
30048,0.0,272,640,357.0,712,38.9507695,-10.56676753,7,12,57,166,1.0,1,6,0,1980.0,4,2,4,2,2,0,3,0,6
52193,0.0,179,945,0.0,1021,32.98606247,-3.6637239,4,17,103,928,0.0,1,2,1,2000.0,6,3,2,2,2,3,5,1,1
15122,0.0,138,45,0.0,30,0.0,-2e-08,3,13,15,541,0.0,1,6,1,2000.0,0,1,4,3,2,2,3,0,4
11721,0.0,106,364,0.0,446,0.0,-2e-08,4,13,15,499,0.0,1,6,1,2000.0,10,5,4,5,2,2,3,0,2
49253,2000.0,278,781,1009.0,309,35.45552584,-10.61247775,1,16,110,1055,0.0,1,6,1,2005.0,1,0,4,3,2,1,6,1,1
37467,0.0,257,214,0.0,1471,32.43761433,-3.72595247,3,17,25,1600,0.0,2,11,0,2000.0,6,3,3,6,5,4,7,0,6
2224,0.0,259,1491,1283.0,1651,34.99189304,-4.97511584,0,18,108,1886,1.0,2,6,2,1970.0,4,2,4,6,5,0,3,0,1
13874,50.0,45,995,164.0,1531,38.360755600000005,-6.63462021,8,14,3,146,50.0,0,7,1,2003.0,10,5,0,5,2,1,6,1,1
56760,50.0,24,993,132.0,1074,38.93875127,-7.72236284,6,14,98,606,1.0,0,3,1,2009.0,5,1,0,5,4,2,7,0,4
50009,0.0,203,1319,1426.0,309,34.02047737,-1.90220441,4,9,10,1694,70.0,1,11,0,2000.0,1,0,2,6,2,2,5,1,1
46744,0.0,98,302,0.0,51,31.33844526,-2.68509457,3,4,6,1707,0.0,1,6,1,2000.0,5,1,4,3,2,1,7,0,4
50477,10.0,328,348,1284.0,153,37.12483466,-3.21972602,5,6,16,1074,100.0,1,9,1,1999.0,1,0,4,5,2,1,8,0,1
5741,0.0,269,364,1269.0,446,34.29619233,-1.67698853,4,9,102,581,320.0,1,8,1,1974.0,4,2,4,2,2,2,3,0,2
65135,0.0,274,918,1316.0,1013,34.27247841,-1.71813115,4,9,102,581,30.0,2,1,0,2008.0,9,4,1,6,2,1,7,0,4
7410,0.0,307,0,37.0,1,39.35457189,-6.917461,8,1,118,737,140.0,1,6,0,2000.0,6,3,4,2,2,0,3,0,6
65776,0.0,274,364,1362.0,309,35.84848443,-4.19986696,0,8,2,1033,180.0,1,6,1,2006.0,1,0,4,2,2,1,8,0,1
19048,6000.0,32,209,1433.0,268,35.60140367,-7.80906219,6,3,24,502,420.0,1,6,1,1984.0,1,0,4,0,2,0,8,0,1
42254,0.0,40,364,0.0,442,35.36190391,-6.25257134,0,2,4,180,0.0,1,6,1,2000.0,4,2,4,5,2,1,3,0,1
67649,0.0,74,674,1940.0,761,34.70003679999999,-9.20452078,6,3,91,378,350.0,1,9,1,2008.0,11,1,4,2,2,0,3,0,4
56282,0.0,259,899,1016.0,309,29.91728393,-4.88196604,3,5,31,1098,750.0,0,8,1,1985.0,1,0,4,6,2,2,6,1,2
63412,0.0,102,364,1143.0,309,31.20891425,-6.37737811,2,15,75,1641,1.0,0,10,1,1972.0,1,0,0,2,5,1,8,0,1
43273,0.0,43,558,613.0,676,36.91746214,-7.28031565,6,11,36,1201,250.0,1,6,1,2002.0,11,1,4,2,0,1,7,0,4
61292,0.0,71,1466,0.0,1575,37.07067906,-6.14123809,8,11,36,23,435.0,1,6,1,2010.0,1,0,4,2,2,1,5,1,1
